,age,job,marital,education,default,housing,loan,contact,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,subscription,season
2430,26,0,2,3,0,0,0,1,0,619,2,999,0,1,1.1,93.994,-36.4,4.859,1,1
2431,34,0,2,6,0,0,0,0,0,260,3,3,2,2,-3.4,92.379,-29.8,0.773,1,0
2434,26,1,1,2,0,1,0,1,4,71,1,999,0,1,1.4,94.465,-41.8,4.864,0,2
2437,39,9,1,3,0,0,0,0,1,225,2,999,0,1,1.4,93.444,-36.1,4.965,0,2
2439,52,5,0,5,0,0,0,0,3,867,2,999,0,1,1.4,93.918,-42.7,4.961,0,2
2440,57,6,1,6,0,0,1,0,2,1441,2,999,0,1,1.4,93.918,-42.7,4.962,1,2
2441,38,3,1,6,0,0,0,1,1,100,5,999,0,1,1.4,94.465,-41.8,4.961,0,2
2442,31,0,1,3,0,0,0,0,2,172,2,999,1,0,-1.8,92.893,-46.2,1.266,0,1
2445,32,0,1,3,0,1,0,0,4,154,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
2446,31,1,1,2,0,1,0,1,3,97,2,999,0,1,1.1,93.994,-36.4,4.856,0,1
2447,32,2,1,3,0,1,0,0,2,356,1,999,0,1,-0.1,93.2,-42.0,4.076,0,0
2450,44,0,1,6,0,1,0,1,2,351,1,999,0,1,1.4,94.465,-41.8,4.958,0,2
2453,44,4,1,1,0,1,1,0,2,218,1,999,0,1,-1.8,92.843,-50.0,1.757,0,1
2454,39,0,1,3,0,0,0,0,4,138,1,999,0,1,-0.1,93.2,-42.0,4.12,0,0
2455,38,9,1,5,0,1,1,0,2,63,2,999,0,1,-1.8,92.843,-50.0,1.757,1,1
2457,49,4,0,6,0,1,1,0,3,138,1,999,0,1,-2.9,92.201,-31.4,0.883,0,2
2458,51,0,1,6,0,0,0,1,1,295,3,999,0,1,-2.9,92.963,-40.8,1.215,0,2
2459,55,10,1,6,0,1,0,0,2,303,2,999,0,1,-0.1,93.2,-42.0,4.076,0,0
2460,49,9,0,3,0,1,0,0,2,1171,1,999,0,1,1.4,93.918,-42.7,4.958,0,2
2462,29,1,2,3,0,1,1,0,4,146,1,999,0,1,-1.8,92.893,-46.2,1.281,0,1
2464,49,9,1,5,0,0,0,1,2,77,1,999,0,1,1.4,94.465,-41.8,4.961,0,2
2466,39,1,1,2,0,0,0,1,2,281,2,999,1,0,-0.1,93.2,-42.0,4.076,0,0
2469,30,7,2,3,0,0,0,0,1,111,2,999,0,1,-1.8,92.893,-46.2,1.244,0,1
2471,37,9,2,5,0,1,0,0,0,347,1,999,1,0,-0.1,93.2,-42.0,4.021,0,0
2473,54,1,1,0,0,0,0,0,1,50,1,999,0,1,-1.8,92.893,-46.2,1.299,0,1
2474,35,9,1,6,0,0,0,0,0,224,3,999,0,1,-2.9,92.201,-31.4,0.869,0,2
2475,41,9,2,5,0,1,0,0,3,175,2,999,1,0,-1.8,92.893,-46.2,1.291,0,1
2476,31,9,1,5,0,0,0,1,0,258,2,999,0,1,1.1,93.994,-36.4,4.855,0,1
2477,30,0,1,6,0,0,0,0,1,514,7,999,0,1,1.4,93.444,-36.1,4.963,0,2
2478,43,9,1,5,0,1,0,0,3,166,3,999,1,0,-0.1,93.2,-42.0,4.153,0,0
2479,31,1,1,5,0,0,0,1,3,70,8,999,0,1,1.4,94.465,-41.8,4.961,0,2
2480,33,0,2,6,0,1,0,1,2,166,3,6,2,2,-3.4,92.431,-26.9,0.74,1,0
2481,30,4,0,6,0,0,1,1,0,164,4,999,0,1,1.1,93.994,-36.4,4.857,0,1
2482,47,0,2,6,0,0,0,0,2,429,1,999,0,1,1.4,93.444,-36.1,4.963,0,2
2483,32,7,1,5,0,1,0,0,3,146,3,999,1,0,-1.8,92.893,-46.2,1.291,0,1
2485,41,9,1,3,0,1,0,1,0,145,24,999,0,1,1.4,94.465,-41.8,4.959,0,2
2486,60,1,1,5,0,0,0,1,3,59,3,999,0,1,1.1,93.994,-36.4,4.857,0,1
2487,42,7,1,3,0,1,0,0,1,274,1,999,0,1,-1.8,93.075,-47.1,1.405,0,1
2488,39,7,1,3,0,1,0,0,2,328,2,6,3,2,-1.8,93.876,-40.0,0.683,1,1
2490,29,1,1,1,0,1,0,0,2,108,4,999,0,1,-1.8,92.893,-46.2,1.266,0,1
2491,40,1,2,5,0,1,0,0,2,498,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
2492,30,7,1,3,0,0,0,1,0,147,2,999,0,1,1.1,93.994,-36.4,4.864,0,1
2493,38,0,1,3,0,0,0,0,4,275,1,999,0,1,-1.8,92.893,-46.2,1.334,0,1
2494,37,0,1,3,0,0,0,1,3,316,2,999,0,1,1.1,93.994,-36.4,4.857,0,1
2496,26,1,2,2,0,1,0,0,1,200,2,999,0,1,1.4,93.918,-42.7,4.96,0,2
2497,37,4,1,6,0,0,0,1,2,288,1,999,0,1,1.4,94.465,-41.8,4.961,0,2
2499,44,9,1,3,0,1,1,0,0,390,2,999,0,1,1.4,93.444,-36.1,4.966,0,2
2500,46,0,1,3,0,0,0,0,0,318,2,999,1,0,-1.8,92.893,-46.2,1.313,0,1
2501,59,0,1,6,0,0,0,1,3,85,1,999,0,1,-0.1,93.798,-40.4,4.968,1,0
2502,52,7,1,3,0,1,0,0,3,607,5,999,0,1,1.4,93.444,-36.1,4.963,0,2
2503,40,9,0,5,0,0,0,0,3,279,4,999,0,1,1.4,93.444,-36.1,4.965,0,2
2504,44,7,1,3,0,1,0,1,0,40,3,999,0,1,1.4,94.465,-41.8,4.959,0,2
2505,35,4,1,6,0,1,0,0,1,121,1,999,0,1,-0.1,93.2,-42.0,4.191,0,0
2506,33,9,1,5,0,0,0,0,0,335,3,999,0,1,1.4,93.444,-36.1,4.966,0,2
2507,38,1,1,0,0,1,0,0,2,130,2,999,0,1,-1.8,92.893,-46.2,1.266,0,1
2508,53,2,1,0,0,1,1,0,3,398,2,999,0,1,-1.8,93.749,-34.6,0.644,1,1
2509,56,10,0,3,0,1,0,1,4,267,1,999,0,1,1.1,93.994,-36.4,4.859,0,1
2510,48,1,1,3,0,1,0,0,4,128,6,999,0,1,1.4,93.444,-36.1,4.964,0,2
2511,45,0,0,3,0,1,0,0,0,800,2,999,0,1,1.4,93.918,-42.7,4.962,0,2
2513,48,4,1,6,0,1,0,0,4,294,1,999,1,0,-3.4,92.431,-26.9,0.74,1,0
2514,62,0,1,3,0,0,0,1,1,163,2,999,0,1,-1.8,92.843,-50.0,1.52,1,1
2515,24,7,2,3,0,0,0,0,2,1150,3,999,0,1,1.4,93.918,-42.7,4.958,1,2
2516,33,0,2,3,0,0,0,0,1,87,1,999,0,1,-3.4,92.431,-26.9,0.731,0,0
2517,49,9,0,5,0,1,0,0,3,361,2,999,1,0,-1.8,93.369,-34.8,0.635,0,1
2518,54,3,1,5,0,0,0,1,1,187,2,999,0,1,-3.4,92.431,-26.9,0.739,0,0
2519,57,9,0,6,0,0,1,1,3,187,1,999,0,1,1.4,94.465,-41.8,4.961,0,2
2520,31,0,2,3,0,0,0,0,0,89,1,999,0,1,-0.1,93.2,-42.0,4.021,0,0
2521,51,0,1,6,0,1,0,0,2,147,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
2523,50,9,2,6,0,1,0,1,0,634,1,999,0,1,-1.8,93.749,-34.6,0.644,1,1
2524,30,0,2,6,0,1,0,0,0,83,1,999,2,0,-2.9,92.201,-31.4,0.881,0,2
2525,30,1,1,2,0,1,0,0,1,245,2,999,0,1,1.4,93.918,-42.7,4.962,0,2
2528,46,0,0,3,0,1,0,0,1,372,1,999,0,1,-2.9,92.963,-40.8,1.26,1,2
2529,48,1,1,0,0,0,0,1,1,984,4,999,0,1,1.4,94.465,-41.8,4.865,0,2
2530,31,2,2,6,0,0,0,0,2,1855,3,999,0,1,-0.1,93.2,-42.0,4.076,0,0
2531,40,9,1,6,0,1,1,0,0,133,2,999,0,1,-1.8,92.893,-46.2,1.25,0,1
2533,42,9,1,5,0,0,0,0,1,377,1,999,0,1,-1.8,92.893,-46.2,1.264,1,1
2534,57,0,0,6,0,0,0,1,4,5,1,999,0,1,-0.1,93.2,-42.0,4.663,0,0
2536,36,9,1,6,0,1,1,0,1,101,1,999,0,1,-1.8,92.893,-46.2,1.264,0,1
2537,53,7,1,3,0,0,0,1,4,429,1,999,0,1,1.1,93.994,-36.4,4.859,0,1
2538,58,6,1,2,0,0,0,0,3,83,2,999,0,1,1.4,93.444,-36.1,4.965,0,2
2540,35,0,2,6,0,1,0,0,2,143,1,999,1,0,-1.8,92.893,-46.2,1.266,0,1
2542,41,0,1,1,0,0,0,0,0,1203,2,999,1,0,-1.8,93.075,-47.1,1.479,1,1
2544,30,9,2,5,0,1,0,0,4,129,3,999,0,1,1.4,93.444,-36.1,4.964,0,2
2545,37,7,2,3,0,1,0,1,3,227,9,999,0,1,1.1,93.994,-36.4,4.856,0,1
2546,53,7,1,2,0,1,0,1,3,723,2,999,0,1,1.4,93.918,-42.7,4.955,0,2
2548,28,0,2,6,0,1,0,0,0,119,4,999,1,0,-1.8,92.893,-46.2,1.25,0,1
2549,29,2,2,6,0,0,0,1,4,347,1,999,0,1,1.4,94.465,-41.8,4.958,0,2
2550,44,0,1,6,0,1,0,0,0,358,4,999,0,1,-0.1,93.2,-42.0,4.021,0,0
2551,56,5,1,3,0,1,1,0,0,308,2,999,0,1,-2.9,92.469,-33.6,1.059,1,2
2552,31,7,2,3,0,0,0,0,2,16,35,999,0,1,1.4,93.918,-42.7,4.968,0,2
2553,40,1,2,2,0,1,0,1,1,128,3,999,0,1,1.4,94.465,-41.8,4.865,0,2
2554,47,1,1,3,0,1,1,1,0,72,6,6,1,2,-1.8,92.893,-46.2,1.313,0,1
2555,37,4,2,6,0,0,0,0,3,107,1,999,1,0,-1.8,92.893,-46.2,1.344,0,1
2556,57,5,1,6,0,1,0,1,3,768,1,999,0,1,1.1,93.994,-36.4,4.856,0,1
2557,37,1,2,5,0,0,0,0,4,94,3,999,0,1,1.4,93.444,-36.1,4.964,0,2
2559,34,0,2,6,0,0,1,0,0,78,3,999,0,1,1.4,93.444,-36.1,4.964,0,2
2560,43,7,1,3,0,0,1,1,3,262,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
2562,49,0,1,6,0,0,0,0,3,163,1,999,1,0,-0.1,93.2,-42.0,4.153,0,0
2563,25,0,2,3,0,1,0,1,4,54,3,999,0,1,1.4,94.465,-41.8,4.962,0,2
2564,38,7,1,3,0,0,1,0,2,74,1,999,0,1,1.4,93.918,-42.7,4.968,0,2
2565,40,10,0,3,0,0,1,1,2,257,1,999,0,1,1.4,94.465,-41.8,4.866,0,2
2566,31,9,2,6,0,0,0,0,3,259,1,999,1,0,-0.1,93.2,-42.0,4.153,0,0
2567,29,9,1,5,0,0,0,1,3,64,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
2568,57,0,1,6,0,1,0,0,2,73,10,999,0,1,1.4,93.918,-42.7,4.962,0,2
2569,38,4,1,6,0,0,0,0,0,525,1,999,0,1,-1.8,92.893,-46.2,1.313,0,1
2570,48,0,2,6,0,1,0,0,4,210,2,999,0,1,-0.1,93.2,-42.0,4.12,0,0
2571,32,0,2,6,0,0,0,0,4,823,1,999,0,1,1.4,93.444,-36.1,4.965,1,2
2572,30,6,1,6,0,1,0,1,1,103,2,999,0,1,-3.4,92.379,-29.8,0.771,0,0
2574,34,7,0,3,0,0,0,0,0,66,1,999,0,1,-1.8,92.893,-46.2,1.25,0,1
2575,60,1,1,0,0,1,0,0,3,347,2,4,1,2,-1.1,94.767,-50.8,1.035,0,0
2576,37,9,1,5,0,0,0,1,2,96,1,999,0,1,1.4,94.465,-41.8,4.961,0,2
2577,47,9,0,3,0,1,0,0,4,56,5,999,0,1,1.4,93.444,-36.1,4.964,0,2
2579,28,0,1,6,0,1,0,0,1,226,3,999,1,0,-1.7,94.027,-38.3,0.898,0,2
2581,33,0,1,6,0,1,0,0,3,165,1,999,1,0,-1.8,92.893,-46.2,1.266,1,1
2582,36,9,1,5,0,0,0,1,4,183,9,999,0,1,1.4,94.465,-41.8,4.959,0,2
2585,31,6,1,6,0,1,1,1,1,464,1,999,0,1,1.4,94.465,-41.8,4.865,0,2
2587,37,1,1,2,0,1,0,0,2,271,1,999,0,1,-1.8,92.893,-46.2,1.327,0,1
2588,32,9,2,6,0,1,1,0,4,93,2,999,0,1,1.4,93.444,-36.1,4.965,0,2
2590,29,4,2,6,0,1,0,0,0,468,2,999,1,0,-1.8,92.893,-46.2,1.313,0,1
2593,33,7,2,6,0,1,0,0,1,252,2,3,2,2,-1.1,94.601,-49.5,0.977,1,0
2596,57,3,1,0,0,1,0,1,2,381,3,999,0,1,1.4,93.918,-42.7,4.966,0,2
2597,35,1,1,2,0,0,0,1,0,15,3,999,0,1,1.4,94.465,-41.8,4.959,0,2
2598,34,1,1,2,0,1,0,0,0,210,1,999,0,1,-1.8,93.075,-47.1,1.405,0,1
2599,50,2,1,2,0,1,0,1,0,82,2,999,0,1,1.4,94.465,-41.8,4.967,0,2
2600,49,4,1,6,0,0,0,0,2,289,1,999,1,0,-1.8,93.075,-47.1,1.41,0,1
2601,28,1,1,2,0,0,0,0,4,549,1,999,0,1,-1.8,92.893,-46.2,1.334,0,1
2603,52,0,1,5,0,1,1,0,3,139,2,6,1,2,-1.7,94.215,-40.3,0.893,0,2
2605,65,9,1,5,0,0,0,0,2,263,1,999,0,1,-1.1,94.199,-37.5,0.879,0,0
2606,26,1,1,2,0,1,0,0,2,77,3,999,0,1,-1.8,93.075,-47.1,1.41,0,1
2607,56,1,0,2,0,1,1,0,1,123,3,999,0,1,1.4,93.918,-42.7,4.962,0,2
2608,39,3,1,2,0,1,0,0,0,150,4,999,0,1,-0.1,93.2,-42.0,4.021,0,0
2609,23,0,2,3,0,1,0,0,1,34,3,999,0,1,1.4,93.918,-42.7,4.96,0,2
2610,32,0,2,6,0,0,0,0,2,159,2,999,0,1,1.4,93.444,-36.1,4.968,0,2
2611,35,0,2,6,0,1,0,0,2,789,1,999,0,1,-2.9,92.201,-31.4,0.883,0,2
2612,50,4,1,6,0,0,0,0,2,650,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
2614,58,5,0,6,0,1,0,1,1,83,4,999,0,1,1.1,93.994,-36.4,4.858,0,1
2615,37,1,0,5,0,1,0,0,2,75,1,999,0,1,-0.1,93.2,-42.0,4.076,0,0
2616,34,0,2,6,0,0,0,0,2,169,1,7,2,2,-3.4,92.649,-30.1,0.714,1,0
2617,54,9,1,5,0,1,0,1,4,150,3,999,0,1,1.1,93.994,-36.4,4.858,0,1
2618,60,0,1,6,0,0,0,0,1,133,1,999,0,1,-2.9,92.201,-31.4,0.861,0,2
2619,30,1,1,2,0,1,0,0,4,219,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
2620,34,1,1,2,0,0,0,0,2,234,1,999,1,0,-1.8,93.075,-47.1,1.41,0,1
2621,30,1,1,3,0,1,0,1,1,32,3,999,0,1,1.4,94.465,-41.8,4.96,0,2
2623,37,1,1,0,0,1,0,0,4,164,3,999,0,1,-1.8,92.893,-46.2,1.334,0,1
2624,34,9,1,3,0,0,0,0,1,347,1,999,1,0,-1.8,92.893,-46.2,1.299,0,1
2626,31,9,1,1,0,1,0,1,2,51,8,999,1,0,-0.1,93.2,-42.0,4.076,0,0
2627,41,7,1,3,0,1,0,0,4,314,2,999,0,1,-1.8,92.893,-46.2,1.281,1,1
2628,48,0,1,6,0,0,0,0,2,298,2,999,0,1,-0.1,93.2,-42.0,4.076,0,0
2629,21,8,2,3,0,0,0,0,1,328,1,999,0,1,-3.4,92.431,-26.9,0.739,1,0
2631,38,1,1,1,0,1,0,1,4,226,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
2632,42,6,1,6,0,1,0,1,1,1002,5,999,0,1,1.1,93.994,-36.4,4.857,0,1
2634,33,0,1,6,0,0,0,1,3,286,2,999,0,1,-1.7,94.055,-39.8,0.761,0,2
2637,38,1,2,3,0,0,0,0,4,141,1,999,1,0,-1.8,93.369,-34.8,0.655,1,1
2638,52,4,0,6,0,0,0,0,1,578,1,999,0,1,-0.1,93.2,-42.0,4.191,0,0
2639,44,9,2,5,0,1,0,0,0,95,3,999,0,1,1.4,93.444,-36.1,4.963,0,2
2640,38,9,2,3,0,0,0,1,4,152,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
2641,24,7,2,3,0,1,0,1,4,453,1,999,0,1,1.4,94.465,-41.8,4.962,0,2
2642,32,9,2,5,0,1,1,0,2,234,1,999,0,1,1.4,93.918,-42.7,4.968,0,2
2643,32,7,1,3,0,0,0,1,3,162,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
2647,50,0,1,6,0,1,0,0,0,160,1,999,0,1,-1.8,93.075,-47.1,1.4,1,1
2650,40,7,0,3,0,0,0,1,0,155,2,999,0,1,1.4,94.465,-41.8,4.959,0,2
2651,47,1,1,1,0,1,1,1,2,93,1,999,0,1,1.1,93.994,-36.4,4.855,0,1
2653,33,0,2,3,0,1,0,0,3,167,1,999,0,1,1.4,93.444,-36.1,4.963,0,2
2654,27,0,2,3,0,1,0,0,1,112,1,999,0,1,1.4,93.918,-42.7,4.96,0,2
2657,35,4,1,3,0,1,0,1,3,159,1,999,0,1,-0.1,93.2,-42.0,4.153,0,0
2658,49,0,1,0,0,1,0,0,4,43,3,999,0,1,-1.8,92.893,-46.2,1.281,0,1
2659,40,0,0,6,0,0,0,1,4,192,5,999,0,1,1.4,93.918,-42.7,4.963,0,2
2661,47,0,1,6,0,0,0,0,4,470,1,4,2,2,-1.7,94.027,-38.3,0.9,1,2
2662,33,4,1,6,0,0,0,0,1,191,3,999,0,1,1.4,93.444,-36.1,4.965,0,2
2663,40,0,2,3,0,0,0,1,0,97,1,999,0,1,1.4,94.465,-41.8,4.967,0,2
2665,46,9,0,5,0,1,0,0,3,387,5,999,0,1,1.4,93.918,-42.7,4.961,0,2
2666,38,1,1,1,0,1,0,1,1,221,2,999,0,1,1.1,93.994,-36.4,4.858,0,1
2667,47,7,0,3,0,0,0,1,4,421,1,999,0,1,1.1,93.994,-36.4,4.856,0,1
2668,59,0,1,5,0,1,1,0,0,1241,1,999,0,1,1.4,93.444,-36.1,4.964,0,2
2669,35,7,1,2,0,0,1,1,2,98,1,999,0,1,1.4,94.465,-41.8,4.958,0,2
2670,29,0,2,6,0,1,0,0,3,112,5,999,0,1,1.4,93.444,-36.1,4.963,0,2
2671,50,4,1,5,0,1,0,0,0,381,1,999,1,0,-0.1,93.2,-42.0,4.021,0,0
2672,39,4,0,6,0,1,0,0,2,10,6,999,1,0,-0.1,93.2,-42.0,4.076,0,0
2673,32,0,2,5,0,0,1,0,0,6,4,999,0,1,-1.8,92.893,-46.2,1.25,0,1
2674,31,9,1,6,0,0,1,1,4,125,2,999,0,1,1.1,93.994,-36.4,4.857,0,1
2675,24,7,1,3,0,1,0,1,1,298,6,999,0,1,1.4,94.465,-41.8,4.96,0,2
2677,22,7,2,3,0,1,0,1,1,94,2,999,0,1,-2.9,92.963,-40.8,1.26,0,2
2678,28,6,2,6,0,0,0,0,1,373,2,999,0,1,-2.9,92.963,-40.8,1.266,0,2
2679,41,0,1,2,0,1,0,1,4,120,3,999,0,1,1.4,93.918,-42.7,4.962,0,2
2681,53,0,0,6,0,1,0,0,2,228,1,999,1,0,-1.8,93.369,-34.8,0.65,0,1
2683,62,4,0,3,0,0,0,0,1,405,1,999,0,1,-2.9,92.201,-31.4,0.861,1,2
2685,28,0,0,6,0,1,0,0,2,1148,1,999,0,1,-1.8,92.893,-46.2,1.327,1,1
2686,29,1,2,1,0,0,0,1,0,69,2,999,0,1,-0.1,93.2,-42.0,4.021,0,0
2687,39,1,0,2,0,1,0,1,3,182,6,999,0,1,1.1,93.994,-36.4,4.856,0,1
2689,60,0,1,5,0,1,0,0,2,571,1,999,0,1,-1.8,93.075,-47.1,1.365,1,1
2690,33,9,1,5,0,1,0,1,1,390,3,999,0,1,-1.8,92.893,-46.2,1.354,0,1
2691,32,1,1,1,0,0,1,0,4,188,2,999,0,1,-0.1,93.2,-42.0,4.12,0,0
2692,49,6,1,5,0,1,0,1,3,214,1,999,0,1,1.1,93.994,-36.4,4.856,0,1
2693,31,0,1,3,0,0,0,1,4,469,3,999,0,1,1.1,93.994,-36.4,4.857,0,1
2694,27,3,1,3,0,1,0,0,0,189,2,999,0,1,1.4,93.918,-42.7,4.963,0,2
2695,38,7,1,3,0,0,0,0,3,186,2,999,0,1,-1.8,93.075,-47.1,1.384,0,1
2696,31,0,1,6,0,0,0,0,2,112,3,999,0,1,1.4,93.444,-36.1,4.968,0,2
2697,40,4,2,3,0,0,0,0,4,94,4,999,0,1,1.4,93.918,-42.7,4.963,0,2
2698,28,0,1,3,0,1,0,0,3,254,5,999,0,1,-3.4,92.649,-30.1,0.715,1,0
2699,56,0,1,3,0,0,0,0,2,276,1,999,0,1,-3.4,92.379,-29.8,0.778,0,0
2700,35,0,2,6,0,0,0,0,0,330,2,999,0,1,1.4,93.918,-42.7,4.963,0,2
2701,56,4,1,2,0,1,1,0,0,62,2,999,1,0,-0.1,93.2,-42.0,4.021,0,0
2702,35,9,0,5,0,1,0,0,3,536,2,999,0,1,1.4,93.444,-36.1,4.966,0,2
2703,46,0,0,2,0,1,0,0,0,275,1,999,1,0,-1.8,92.893,-46.2,1.313,0,1
2704,32,1,1,2,0,1,1,0,4,230,1,999,0,1,-1.8,92.893,-46.2,1.334,0,1
2707,56,3,0,0,0,1,0,0,2,212,1,999,1,0,-0.1,93.2,-42.0,4.076,0,0
2708,39,9,2,5,0,0,0,0,1,617,2,999,0,1,1.4,93.918,-42.7,4.96,1,2
2710,50,4,2,6,0,1,0,1,0,184,2,999,0,1,1.1,93.994,-36.4,4.855,0,1
2711,43,10,0,2,0,0,0,0,1,398,7,999,0,1,1.4,93.918,-42.7,4.962,0,2
2712,52,5,1,3,0,1,0,0,0,293,3,999,0,1,1.4,93.444,-36.1,4.966,0,2
2713,59,9,1,6,0,0,0,0,4,119,4,999,0,1,-2.9,92.201,-31.4,0.879,0,2
2714,27,1,1,0,0,1,0,0,3,259,1,999,0,1,-1.8,92.893,-46.2,1.291,0,1
2715,33,10,1,2,0,1,0,1,4,41,1,999,0,1,-0.1,93.2,-42.0,4.12,0,0
2716,25,7,2,3,0,0,0,0,1,79,1,999,2,0,-1.1,94.601,-49.5,0.977,0,0
2717,47,3,1,5,0,1,1,1,1,132,5,999,0,1,1.4,94.465,-41.8,4.865,0,2
2721,50,7,1,3,0,1,0,0,3,90,1,999,0,1,-0.1,93.2,-42.0,4.153,0,0
2722,31,0,1,6,0,1,0,0,3,64,6,999,0,1,1.4,93.444,-36.1,4.966,0,2
2723,45,7,0,0,0,0,0,0,2,296,1,999,0,1,-1.8,93.075,-47.1,1.41,0,1
2724,35,9,1,5,0,1,0,0,2,390,2,999,0,1,-1.1,94.199,-37.5,0.878,0,0
2726,29,9,1,6,0,0,1,0,4,80,1,999,0,1,1.4,93.444,-36.1,4.965,0,2
2727,28,0,2,6,0,1,0,1,2,393,2,999,0,1,1.1,93.994,-36.4,4.855,0,1
2728,45,0,1,3,0,1,0,0,1,527,1,999,0,1,-0.1,93.2,-42.0,4.191,0,0
2729,47,9,2,6,0,0,0,0,0,115,2,999,0,1,-1.8,93.075,-47.1,1.405,0,1
2730,41,6,1,6,0,1,0,0,3,92,1,999,0,1,1.4,93.444,-36.1,4.966,0,2
2731,42,4,1,3,0,0,0,0,4,588,3,999,0,1,1.4,93.444,-36.1,4.967,0,2
2732,32,9,2,6,0,1,0,0,3,645,4,999,0,1,1.4,93.444,-36.1,4.966,1,2
2733,32,1,1,1,0,1,0,0,0,251,2,999,0,1,1.4,93.918,-42.7,4.963,0,2
2734,33,1,1,3,0,0,0,1,3,328,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
2736,34,1,1,6,0,0,1,0,0,208,4,999,0,1,-1.8,92.893,-46.2,1.313,0,1
2738,31,0,1,6,0,1,0,0,2,210,2,999,0,1,-0.1,93.2,-42.0,4.076,0,0
2739,24,0,2,6,0,1,1,0,1,74,1,999,0,1,-2.9,92.963,-40.8,1.26,0,2
2740,27,1,2,2,0,0,0,0,2,284,1,999,0,1,1.4,93.918,-42.7,4.958,0,2
2741,37,7,1,3,0,1,0,0,0,81,2,999,1,0,-1.8,92.893,-46.2,1.25,0,1
2742,53,6,1,6,0,1,0,0,0,1221,1,999,0,1,-0.1,93.2,-42.0,4.021,0,0
2743,31,1,1,2,0,1,0,1,4,704,4,999,0,1,1.4,94.465,-41.8,4.962,1,2
2744,56,9,1,5,0,0,0,0,0,196,2,999,0,1,1.4,93.918,-42.7,4.963,0,2
2748,44,4,1,2,0,1,0,0,4,260,1,999,0,1,1.4,93.444,-36.1,4.965,0,2
2749,49,9,1,5,0,1,1,1,1,70,3,999,0,1,1.4,93.918,-42.7,4.96,0,2
2750,47,4,1,0,0,0,1,1,2,216,1,999,0,1,1.4,94.465,-41.8,4.961,0,2
2751,30,1,2,1,0,0,0,0,0,92,4,999,1,0,-1.8,92.893,-46.2,1.25,0,1
2752,29,0,2,3,0,0,0,0,4,230,4,999,0,1,-1.8,92.893,-46.2,1.281,0,1
2753,39,9,2,5,0,1,0,1,1,241,3,999,0,1,1.4,93.918,-42.7,4.96,0,2
2754,33,2,1,6,0,1,0,1,0,135,2,999,0,1,1.1,93.994,-36.4,4.857,0,1
2755,32,9,1,6,0,0,0,1,2,281,1,999,0,1,1.4,94.465,-41.8,4.958,0,2
2757,32,0,1,6,0,1,0,0,2,144,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
2758,52,0,0,3,0,1,0,0,0,127,2,999,0,1,-0.1,93.2,-42.0,4.021,0,0
2760,29,0,2,6,0,1,0,0,4,88,2,999,0,1,1.4,93.444,-36.1,4.964,0,2
2761,47,4,1,3,0,0,0,0,4,282,1,999,0,1,-1.8,92.893,-46.2,1.27,0,1
2763,23,1,2,2,0,0,0,0,2,250,4,999,1,0,-1.7,94.215,-40.3,0.846,1,2
2764,59,9,0,0,0,1,0,1,0,135,2,999,0,1,1.4,94.465,-41.8,4.947,0,2
2766,29,1,1,1,0,0,0,0,2,16,7,999,0,1,-1.8,92.893,-46.2,1.266,0,1
2767,74,5,0,3,0,1,1,1,1,88,6,999,0,1,-3.0,92.713,-33.0,0.715,0,3
2768,66,5,1,0,0,1,1,1,2,1127,1,999,0,1,-3.4,92.649,-30.1,0.714,1,0
2769,46,0,1,3,0,0,0,0,1,504,1,999,1,0,-0.1,93.2,-42.0,4.191,0,0
2771,46,4,1,6,0,1,0,0,2,293,2,999,0,1,-1.8,92.893,-46.2,1.327,0,1
2773,28,4,2,6,0,0,0,0,0,292,3,999,0,1,1.4,93.918,-42.7,4.957,0,2
2774,34,10,2,6,0,0,0,1,1,409,4,999,0,1,1.4,94.465,-41.8,4.865,0,2
2776,45,1,1,0,0,0,0,0,3,157,5,999,0,1,1.4,93.918,-42.7,4.961,0,2
2777,46,9,0,5,0,0,0,0,1,78,1,999,0,1,-1.8,92.893,-46.2,1.244,0,1
2778,36,4,1,6,0,0,0,0,4,226,2,999,0,1,-0.1,93.2,-42.0,4.12,0,0
2779,44,1,1,0,0,0,0,0,2,107,1,999,0,1,-0.1,93.2,-42.0,4.076,0,0
2780,30,9,1,6,0,1,0,0,0,103,1,999,0,1,-1.8,93.075,-47.1,1.479,0,1
2782,48,0,0,6,0,0,0,0,3,1062,3,999,0,1,-1.8,92.893,-46.2,1.291,1,1
2784,33,7,1,0,0,0,0,1,0,58,1,999,0,1,1.1,93.994,-36.4,4.864,0,1
